name	review	raiting	quality
What's Eating Gilbert Grape (1993)	"even seem brandable as dysfunctional. I appreciated that the mother was never portrayed as less intelligent simply because she was overweight. I loved that the kids did everything they could to protect their mother and their disturbed brother from outside influences and hurt feelings. They stuck together until the end which actually became the beginning. A hopeful and joyous film. off without looking ridiculous. Our protagonist, Mr. Johnny Depp did his usual amazing work, but it is the performance by Leo that makes this film a must see. I just saw it again tonight, and was blown away again. Acting schools must have copies of this in their files!! Will always be a Leo fan for this one film alone. McBurney) and the local handyman (John C. Reilly), this movie should be seen by anyone who wishes to put themselves in a place where country roads and beautiful greenery give way to the perils and pitfalls of smalltown life.Overall great acting, a good story, and something with which we can all relate. ""What's Eating Gilbert Grape"" is an excellent movie! Gilbert's own life. WHAT'S EATING GILBERT GRAPE is deeply tragic yet deeply real tale of a complicated family stuck in a simple town. The performances of Johnny Depp, Leonardo Dicaprio, Darlene Cates and Juliette Lewis are unmatched and truly wonderful. It is a film woven together with comedy, drama, love and everyday emotion, perfected with beautiful cinematography and superb directing. events in the story. And the arrival of Becky (Juliette Lewis) and her mother make things interesting for Gilbert. The ending is unexpected, very solid and sad. And then there's the little epilogue...This simply is a great movie: Good story, good acting, good directing. And that's all it takes. Watch it and allow yourselves to be moved by the Grapes. "	7.8	1
Virtuosity (1995)	series. But where other films in the genre have used such tools as wit and plot to keep the more intelligent of the viewers amused, this film, um, hasn't.The script is terrible. The acting (excluding Crowe, who only gets away with it thanks to a camp smile and some fortunate direction) is wooden. And the plot is illogical and frustrating. are many other ideas or methods that could have really made this movie something but of course this did not happen. It went for cheap effects, an over used clichéd storyline with a little bit of a twist. That may work for some people but not for me.I'am giving this movie a 6/10 rating because it had so much potential. killing machine.  There are some humorous moments, somewhat lessening the overall dark and somber tone. On the down side, the ending may be a little too pat and leave a few loose ends untied.  Recommended for science fiction and action movie fans who are on the lookout for lesser known films that may satisfy them for an evening. did an excellent job of portraying the demented cyber villain. I especially liked Denzel Washington, who always manages to be believable in his role when he doesn't try to be a soul brotha.' Granted, the cinematography was pretty average as well as the music, but then again, the performance of the two main stars really made this film a winner. effects. Not really. The cast is good, and Crowe turns in a solid (if a bit hammy, but most bad guys are, aren't they?) performance. Washington is no better or worse than usual, which means the real culprit is the script here. Do yourself a favor and wait for a two-for-one night at your video store to see this one. 	5.6	0
While You Were Sleeping (1995)	believe Bullock as well. He then starts to fall in love with her and vice versa. A great romantic comedy that is so pure and well-made that it is near impossible to say anything negative about it. It is not a perfect film, but it is a very likeable movie that delivers what it promises. 4 stars out of 5. and cry out loud. The wonderful supporting cast includes Jack Warden (Saul), Peter Boyle (Ox), Micole Mercurio (Midge), Michael Rispoli (Joey) and the wonderful Glynis Johns, as beautiful and charming as ever as Elsie.  Warm and poignant, `While You Were Sleeping' is one to savor; this one's a keeper.  (BTW, the #1 romantic comedy?  Bonnie Hunt's `Return To Me').  10/10. who plays the brother. The have great chemistry and just subtly looks and gestures towards each other during the whole movie add towards the sexual tension between them. I have not met anyone who doesnt like this movie and it has become one of my favorites. You can watch it a million times and never get tired of it. **** It's like you've seen it all before, but Sandra makes you want to see it again. We are all very fortunate, those of us who have seen this story, that it was Sandra in the central role and not someone like (shudder) Demi Moore. And if a guy is really fortunate, he may meet someone like Sandra in real life. 	6.7	0
War, The (1994)		3.8	0
Double Happiness (1994)	"subtlety in the way writer/director Mina Shum presents Jade's nervous breakdown of a life, a subtlety which craftily creates the effect of slowly drawing the viewer into the spiralling life of Jade.  With its powerful, yet simplistic (in the Hal Hartley vein) direction and tremendous performances, Double Happiness stands as a remarkable film which deserves more attention.  Pity! at the outcome of this pairing.I was very impressed by Callum Rennie, who played Jade's caucasian boyfriend Mark. There's a quite funny scene between these two that involves a talk about bad clam chowder and ""fascist"" bouncers. The chemistry/tension between Jade and Mark was great. The rest of the family was great too. Truly a must see movie about relationships. and he's as awkward, sweet, and appealing as ever.  The interstitial scenes of characters speaking to the camera are an interesting experiment--a good tool for revealing character, they nevertheless are sometimes jarring.  Overall, the film is like a compact colorful flower:  it won't dominate the landscape but it richly awards the lucky soul whose attention it captures. of two cultures would bring.  As the child of an Asian father and American mother (but raised almost entirely American, I'll admit), I found that scene very interesting.I think this film was wonderful, and that one need not have a particular interest in Asian families to appreciate the family and social relationships, conflicts, and hopes portrayed in Double Happiness. with other user's comments that the film is too myopic.  This movie obviously deals with very personal feelings, and I would only expect Mina Shum to create a film reflecting her point of view. To make it far-reaching and covering several other viewpoints would dilute the film's vision and make it seem less honest and direct than it does. "	7.1	0
Muriel's Wedding (1994)	"about it. They want to be entertained, not depressed by a film that has to do with real life. Well, I can't be too hard on these folks. It's really the marketing department's fault for their false advertising.But if you want to see a very powerful film and are willing be really touched by a it, then see ""Muriel's Wedding."" isn't what goes on on the outside, it's what happens inside. What's valuable isn't the wedding dress and all the pomp, but the souls and love involved and the real meaning of marriage. Then you're a Dancing Queen and you can really feel joy.Such a great film, made possible by Collette and Hogan's excellent script and direction. Don't miss it. last few minutes even full of tears. one can't help but want to stand up and cheer, or dance, or both, as muriel escapes everything that her 'life' has pushed on her and rides into the sunset, with such happiness radiating from her face.""you're terrible, muriel..."" she is, and you can't help but love her for it. see this movie! family except for Muriel.This is a very enjoyable film and a good example of the idea that a movie doesn't have to be a big Hollywood production to be great.  I'm glad that it was produced in Australia.  If it had been done in France then Hollywood would have done a remake in English and probably ruined it. value. Her feelings are so true to her heart and I am sure many can relate. Griffith's character is portrayed with such humor and honesty. She also has some of the funniest lines I have heard in a movie in a long time.Please watch this! It does offer meaning and you certainly can't go wrong with the music of ABBA! "	7.2	0
Baby-Sitters Club, The (1995)	"I also missed some faves from the books (I always enjoyed Kristy's older brothers, whenever they showed up, and some of my favorite charges were missing.) but i know that not every character could be cast - finding ways to involve each one would result in an insanely long movie. Overall, it's cute. But I'll take the books any day. for Kyla Pratt, Scarlett Pomers (""I've been to the moon!""), Larisa Oleynik, Rachael Leigh Cook, Marla Sokoloff, and Austin O'Brien.  So all in all I've chosen to look past the cheese and realize that this movie is just a G-rated romp about friendship that really isn't a waste of your afternoon to watch.  7 stars out of 10. played Stacey(april 3rd is her birthday like mine) is beautiful but i haven't seen her before. The girl who played the shy and sensitive MaryAnne was also a cutie but haven't seen her before. The girl who played Dawn,I've seen her in 10 things i hate about you. I can't believe how young she looked. I gave it a 10. in Stoneybrook.On top of that, Claudia has summer school, Mary Anne is the only person to know the truth about Kristy and Alan Gray (stupid jerky dweeb extraordinaire) is trying to date Dawn using tips from Logan.  And diabetic Anastasia Elizabeth McGill is in love with a guy four years her senior.That's pretty much the books done for you revolved around homework, best friends and relishing in the freedom of the summer hols.One thing, however, that struck me while watching the film. It did remind me how ridiculous the whole concept of eleven- and thirteen-year-olds forming a babysitting group was. At that age, I'd be hiring a babysitter for *them* since they're as young as the kids they babysit! "	5.8	0
Ace Ventura: Pet Detective (1994)	and The Mask are very funny movies too, but this takes the biscuit. Everything Ace does made me laugh, from whipping football player's with a towel to get a ring imprint to showing up at a mansion party and being his usual manic self.100 laughs per hour, if you have a sense of humour, then this movie is for you!!! comedy with Jeff Daniels, DUMB and DUMBER.Thanks to Tom Shadyac for letting Carrey out of the bag and letting this damn funny Canadian strut his lanky stuff.It has some offensive, adult-oriented material, but if caught on television, this is nearly perfect family entertainment: as long as you don't mind your kids talking from their a$$es for the next couple months. question whether or not he can actually make good on his word. Aimed mostly at fans who really enjoy silly humor, others will quickly find it tiresome. There are some amusing cameos by real Dolphin football players (including an engaging Dan Marino) but this film belongs to Carrey and his constant outrageousness. Sure-fire entertainment for fans of this genre. **½ into one of the better comedies of 1994. This is not the type of movie that is likely to win any awards, but you will remember the hilarious dialogue and Jim Carrey's immediately recognizable rubber-faced antics in this film that served as a spring board to his career, which later brought us many more excellent movies. Way to go, Jim. without Carrey (Albeit, they're not many of them) really just shows this movie doesn't have much else going for it besides the man himself. Many of the other actors/actresses (Including Courtney Cox) just aren't funny. But this movie, in my opinion, deserves an 8, because it's just really showcasing Jim Carreys excellence. Watch it and believe me, you'll get hooked! 	6.9	0
Adventures of Priscilla, Queen of the Desert, The (1994)	"long for a her/he all to myself. Some other monstrously cloned movies were rushed into production trying to capitalize on the success of Pricilla. They all failed miserably and rightly so. Frank Capra, accepting his AFI Lifetime Achievement Award sent a profound and heartfelt advise to young filmmakers. ""Don't follow trends, start new ones"" Well done Mr Elliot. Well done. yearning to relive the tacky heyday of the '70s - including ABBA's ""Mamma Mia"", the Village People's ""Go West"", and Gloria Gaynor's superb ""I Will Survive"", given a gloriously inventive rendition to a bunch of appreciative aboriginals, with one of their number joining in most enthusiastically.A true kitsch classic, then - well worth re-visiting, again and again ... and again. last time!  The musical numbers are worth watching alone, but combined with the story and all the sub-plots and the funniest lines I have heard in a long time (The ABBA turd convo cracks me up every time), this is a movie to buy and watch over and over when you need to be entertained as well as dazzled!!!!!!! of my life! I wasn't the least bit uptight about it (as some people were turned off by the flamboyant behaviour and distasteful jokes, which I found refreshingly great!), and delighted in the campy antics of this fantastic trio! It's a beautiful, feel-good comedy that I recommend to anyone with a catty sense of humour (and a VERY open mind). about the nutty folks out there. the costumes are great and gobsmacking, they perform very well in the musical numbers.I showed this to my mum, after the initial shock she was very amused and agreed with me that it was a very funny movie.I will watch this movie a lot in the future, why?? It keeps me laughing every time. "	7.5	1
Bitter Moon (1992)	"movie arouses a range of emotions from dread to empathy to disgust to hilarity.  The story line is far too complicated to synopsize appropriately in this review. Bitter moon is a great film, one of this reviewer's top 10 for the 1990s. Another must see!  A word of caution, however, Bitter Moon is not a good date movie. fact that it oversteps the mark on several occasions, Polanski's film always feels real and the lesson in the love that the film teaches is duly noted. Bitter Moon is a film that will get under your skin and stay there and not only that but there's enough happening to ensure that this is always a fun watch. Recommended viewing. great playing the role of a nymph and a sorcerer, peter coyote is magnificent playing the part of a regular guy who gets insane, hugh grant becomes a perfect boring middle-class british bourgeois and kristin scott thomas her discreet wife looking for action.one of the best amour-fou stories, along with louis malle's ""damage"". as rui wrote before, a must see. Scott-Thomas) is becoming disillusioned with Nigel's fascination with Mimi and Oscar. I do not want to unveil anymore, just to implore you to watch this film and let it mesmerise you, like it did me. I felt as though I had to keep watching and somehow I did not want to leave and let go of it until the end. the morality or lack of in this confused relationship between an older man obsessed with his sexual object in the form of the stunning French actress, and her adoration for him. The haunting reality is that for so many the lack of depth in a relationship is frightening once the sexual desire diminishes. An awesome film 10 out of 10. "	7.2	0
Bullets Over Broadway (1994)	"cast members of the play in production. Mary Louise Parker and Harvey Fierstein, Rob Reiner are also seen in smaller roles.""Bullets over Broadway"", as most of Mr. Allen's films has a great musical score of the jazz songs of the era. Mr. Allen, in taking a seat behind the camera, delivers one of his best and funniest films to date. actors who do the traditional Woody role  he gives a slight impression at times rather than cutting out the role as his own.Overall Woody Allen may not be everyone's cup of tea  but for fans this is him at his whimsical best.  Not a classic comedy but a warm Allen film that sparkles in nearly every scene. the plot, amazing performances, authentic feel of the era and great musical score. ""Bullets over Broadway"" is pure delight from the beginning to the end. The best I could describe the film - to paraphrase the famous line from John F. Kennedy's Inaugural Address: ""Ask not what Art can do for you — ask what you can do for Art"".9.5/10 gangster who becomes also playwright from a certain moment on. Some of his interventions lack authenticity. But this is only a minor flaw in the whole. Like all the other Woody Allen's movies this one seems superficial at first sight but it's well made and deep enough to amuse us and simultaneously make us think and feel life in it. Allen, with customary finesse, affectionately transports us back to the glitzy, gin-peddling era of Prohibition and slick Runyonesque antics.I remember the times when the opening of a new Woody Allen film was a main event.  As such, ""Bullets Over Broadway"" is a comedy valentine to such days. In any respect, it's a winner all the way, especially for Woodyphiles. "	7.5	1
Clear and Present Danger (1994)	"he is equally at ease with the quiet parts and the loud ones, particularly an RPG-powered car ambush centerpiece. The action beats are used sparingly but with brilliant precision.All in all, this is smart, tight, believable and expertly executed. It is that rare brainy ""action"" film that will involve you and have you hanging on the edge of your seat. and Henry Czerny and Miguel Sandoval - not big names but recognizable and good actors. The violence is not overdone in here and when the action does occur, the sound is terrific. The best action scene was shootout in the streets with snipers firing at cars below. The positives are far more than the negatives, making this a solid thriller. fiction is an interesting one and deserves to be further developed. Casting Willem Dafoe in the part was actually a stroke of genius, and I could easily imagine his character in Platoon doing this kind of work if he had survived Vietnam. The fact that Dafoe is one of THE most underrated actors in Hollywood also means I like this. film is perfectly balanced so that there is not a single boring scene in the picture. The wheels are constantly turning to make sure something dramatic is happening to really draw you further into the picture. I recommend this movie as well as it's two predecessors, ""The Hunt for Red October"", and ""Patriot Games"". Both of which are equally brilliant. Félix Cortez who has inside info in the White House and plans of his own.It's an intriguing political espionage mixed with some well executed action scenes. The ambush in Bogota is terrific action. Joaquim de Almeida is a great villain. He has a great depth which is perfect for his double dealing. It's a well made Tom Clancy spy movie. "	6.9	0
Client, The (1994)	"in several scenes. Tommy Lee Jones is funny (both intentionally and unintentionally). From the supporting cast, Mary-Louise Parker leaves a mark. William H. Macy barely has more than a few lines but has a dignified presence. The villains both look and act like caricatures. In a nutshell, it's an interesting film with a flawed but gripping plot and marvelous performances. was almost outshined by Brad Renfro, who made quite an impression in a film such as this. While the film was put together in a rather conventional way, with Tommy Lee Jones playing an over clichéd character, the film is still rather gripping. A decent film to have in your collection, and one of the better John Grisham book-turned-movie adaptations. trigger,"" and walks up closer to the muzzle.I've pointed out these weaknesses not because this is a bad movie. It's really pretty good. But the cast is so outstanding that any weakness in the story is the more highly illuminated. See it, if only to see the range of facial expressions into which Jones is able to fashion his face. this role. She was just perfect! For a kid who never acted before, Brad Renfro was brilliant as the snobby 11-year-old.Overall, this is a slightly above-average crime thriller. Sarandon steals the show as her role of the attorney. Joel Schumacher directed a masterpiece compared to the Batman films he would take over after this film. I rate this film 8/10. a perfect fit as the ""Revered"" Roy Foltrigg.  Will Patton as Sergent Hardy, was an excellent sleezy and conniving officer.When I saw Anthony LaPaglia as Barry ""The Blade"" Muldano, I didn't envision the greasy sleezeball he portrayed, but someone more tougher or perhaps more thuggish.  But Anthony LaPaglia fit just fine.  This is a movie worth renting. "	6.7	0
Corrina, Corrina (1994)	"which existed in many parts of the country -- an environment generally overlooked by film subjects. There's a nice lilt to the story, a surprising warmth projected to character portrayals, and an ingratiating blend of humor and drama. All in all, a very pleasant, relaxing family film, nicely directed by Nelson, and with an intelligent and sensitive performance by Goldberg. when you may feel the need to reach for a box of tissues. But it's also quite hilarious as well, and writer/director Jessie Nelson finds a fine balance between the dramatic and comedic beats to make a remarkable motion picture. Liotta, Goldberg and Majorino give wonderful performances, and these really do feel like real characters. A real winner.~ 8/10 ~ with it by becoming mute and withdrawn.  Whoopi Goldberg did wonderful as the nanny and girlfriend of the little girl's father.  The little girl and nanny form a bond that noone would've thought, especially in the 1950's. I loved it!!  Be ready to pull out the box of Kleenex for this one!!  I know I did!! their lives. An endearing little treasure, 'Corrina, Corrina' is a motion picture filled with heart and laughter, that's sure to send your spirits soaring. Wendy Crewson is great in her supporting role as the not-so-nice and aggressive 'Jenny Davis'. Goldberg is absolutely terrific in the title role. A highly-recommended motion picture. Rating: Three 1/2 out of Five Stars (Very Good). to be seen in ""Waterworld"") was just as impressive. But the theme of two minority groups (Jewish and Negro) coming together in the way they did was done in absolutely good taste and a delight to any liberal thinking viewers. It could have become a weepie but, for sure, I'm glad it didn't. I can't wait to see it again. "	6.6	0
Crooklyn (1994)	a peak in Lee's later BAMBOOZLED - an almost brilliant, but also almost cruel expression of rage at the excesses of the entertainment industry that also aimed merciless fury at uncritical audiences - audiences of any and every race and class).But this scene aside, the remainder of CROOKLYN is so strong, and very well-made - I'd still offer a recommendation. and her brothers was especially memorable and so universal!  The best scenes in the movie showcase the children in front of the television.  This movie was on the verge of greatness but it didn't capture it just because some parts of the movie were melodramatic and drawn out.  The movie itself was about 15 minutes too long. life and thrive. His dollying techniques (placing actors on dollies), lens choice, and manipulation of color conspire to add special characteristics to this film. This is a great film to watch not only for Lee's ability to highlight the beauty of the quotidian in his storytelling, but also for the aesthetic qualities that Lee produces with his rich filmic vocabulary. comical and endearing as you see all of these situations played out through the eyes of a young girl, trying to grow up.  The odd struggle and perceptions of reality that we all face coming up...the embarrassment of a family, the neighborhood bully, etc....all gets played out in this summer classic.--Not to mention the cinematography is wonderful and interesting. of the film revolves around - even if she has less than Troy.Tonally the film doesn't quite click. Sometimes the original music is quite sour and does not fit with the images. Some scenes seem forced.But the amazing soundtrack helps put things right.Even though the film isn't perfect, it has a great soundtrack and a very unique take on things. 	6.9	0
Cobb (1994)	"Face in Batman Forever. Let that sink in for a minute. Robert Wuhl plays himself as he always does. The movie is entertaining in spots. The comedic parts work better than the dramatic. I can't really recommend it because the bad outweighs the good and, personally, knowing about Stump leaves a bad taste in my mouth over the whole thing. part about it is that now you have millions of people who watched it thinking it was all true, which in return has besmirched this person's name. I would never watch this garbage again even if you paid me. Don't waste your time or money. It's all a bunch of bull, and it's not even that great of a movie. it is to the real Cobb, but regardless of this it is a really enjoyable character piece with a great central performance.  It keeps the audience by swinging wildly between the comic, the dark and the tragic, keeping us with it all the time.  It is a dark drama but still enjoyable and sadly great underrated and underseen. also circle the bases faster than anyone who has ever played the game, with his spikes sharpened. He was rather big for his time and was about the same height as Babe Ruth. Couple that size with that speed and the grit in his demeanor and nobody ever enjoyed or looked forward to playing against him.  ""What a ballplayer."" his career.  It is a shame that the film was given only a limited release with no advertising budget.  I know of many who wanted to see this movie, but it was in and out of the theaters before they could notice.""Cobb"" gets one of my highest recommendations.  No Jones fan can justify not seeing this movie. "	6.5	0
Forrest Gump (1994)	"it even if we don't like it. That we all need to hold true to our values and not sink into a place that feels like there's no hope... I just love this movie. And anyone who hasn't seen it or who thinks that don't like it I seriously suggest seeing it or seeing it again. It truly is amazing... think it is a little bit of both."" From my experiences in life it does appear to be that way. So if you have not seen the movie,see it soon you are in for a real treat. If you did not like it, give it a try again and hopefully you will see it for the great story it is! and desires, which ironically makes us unhappy because we know what we are missing. We love our cats and dogs for the same simplicity and always being in the moment. There's a line in the movie wondering if everything is predestined or happens randomly or it's a combination of both. It is something to mull over for a long time. seriously - I bawled my big brown eyes out, on several occasions in this film. A real tear-jerker, and a wonderful character, played to perfection by Tom Hanks. Every bit as worthy for the Oscar as Rooney was to win the Premiership in 2007.I cannot say it enough: This is THE film of all time. Watch it, and you'll see. remarkable movie and inspires everyone. It's not just about someone stupid who happens to be in great places and historic events just because of being in the right place at the right time. This story is beautiful and will inspire everyone to go the distance and see the world like Forrest did and will never give up on their dreams.10/10 "	8.8	1
Four Weddings and a Funeral (1994)	film, and it not only works but gets a good laugh to boot. Entertaining, pleasant and funny, `Four Weddings and a Funeral' makes for a satisfying, feel-good cinematic experience that just seems so wonderfully civilized amid the seemingly endless rancor abounding in our world today. It's what's known as the magic of the movies.  I rate this one 9/10. blunder in execution, we make utter fools of ourselves, and yet we don't give up.  We still strive.  We still search for that perfect someone.  And the glory is -- sometimes we get lucky.Going along on this quest with Grant and friends is as enjoyable an entertainment as you're lucky to find in your local DVD section. These are some very talented people. As a fan of British humor, I am especially pleased with the incredible writing along with the acting. Not to mention some of the scenery. If someone is feeling low, this is a great movie to watch to lift the spirits. I highly recommend this movie to anyone wanting or needing a good laugh. emotional incontinence perhaps explains why Charles is so keen to distance himself from his feelings. I was less impressed by Simon Callow as Gareth, loud, extrovert and excessively hearty (like most characters Callow plays).To sum up, this was a very good film indeed; proof that the British cinema can produce romantic comedies as good as Hollywood at its best. 8/10 is at a wedding and is seated with all of his ex-girlfriends. The scene is set up for utter humiliation. Even with the quick-witted characters, and all the weddings, it wouldn't be a movie without that touch of drama that for many might just get a tear out of them.Hands down all around great movie to fit most every occasion. 	7.1	0
Higher Learning (1995)	"notion that he will be partial to the black characters?So where a lot of people seem to think the message is black=good white=evil, I see it as It doesn't matter who's wrong and who's right because we need to put our differences aside and get along (almost equally clichee, I know, but still a different message entirely) Signed, white dude with real issues like racism and date rape and drunken behaviour. It's refreshing because colleges are usually shown as places where nice middle-class kids never have any problem bigger than being dumped by their boyfriends before everything is resolved in the last reel.An overly maligned movie. Not perfect but better than a million other college movies. Loved the ending too. and scenarios.  The film tries to go all deep and the final shot of the word `unlearn' against an American flag just feels like Singleton must have thought that he had been making incredibly profound points the whole time - instead it felt that his original idea had had a deeper point, but it was totally lost in delivery. In fact, I would say the film is almost a satire in showing students interactions with each other, rather than some dry book, as the real education at a university. It is a life-learning process, not a textual one. I think you'll find ""Higher Learning"" is apropos to the important issues at many universities and even life in general. 8/10 message that a racist comment is a greater offense then rape and in any event violence is justified against jerks.What is so ultimately so disappointing is that this movie could have truly been about something important but Singleton, while no doubt a talented director, does not appear to have the maturity or depth to pull of something of this magnitude. "	6.5	0
I Like It Like That (1994)	"that low.   This film has terrific acting, great characters and a couple - and their young son - who you just root for.  Add to that a strong supporting ensemble, and I would unashamedly rate it a 9 out of 10.  i do have to see it again, but I remember just really 'digging' this film! guts it took to not give this movie a fairy-tale ending.  We have no miraculous resolution, but instead a hard-fought and bittersweet partial reconciliation.  The acting and writing here carry a good film to a satisfying conclusion.  I'm tempted to vote higher than I really feel to boost this movie's overall rating, which I feel is undeserved. a man, his performance as ""Alexis"" showed a depth that few actors ever accomplish.  In addition to his sterling performance as ""Tudee"" in ""Follow Me Home"", his portrayal in this film convinced me of his tremendous range. He is, without question, one of the most underrated actors of our time. I enthusiastically recommend this film to any and everyone. (formerly of late 80's Freestyle Dance/Pop girl-trio, Pajama Party). This film is one of my fav's & I have seen & experienced very similar situations growing up in those areas, so it was kool, & can relate. I definitely recommend this film to everyone, especially the urban Latino audience. If you haven't seen it yet, what are you waiting for! faith that good can come out of almost any situation. And that it is possible to survive in a seemingly hopeless situation. I have seen this show three or four times on cable.The characters in this movie are some of the most memorable ever. And I mean all of them.I like the remake of the song ""Try a little tenderness"". "	6.8	0
I Love Trouble (1994)	"some scenes and the cuts between them.  The only problem here is that once the same trick is employed more than once or twice it becomes a little tiresome.We're left with a very standard piece of work, but one that works just hard enough to keep it relatively entertaining but not quite memorable, even for Nolte and Roberts fans. not hopping into bed within the first half hour (in refreshing contrast to most modern films), leaving a little time for storytelling and character development.This is definitely describable as a ""flick"" (for guys or chicks); its spirit is in keeping with its title. Personally, I'm a great Julia Roberts fan. This isn't her best picture but, nevertheless, it's quite watchable. click, mainly because the lines in the script are so stale. The picture looks expensive, and the plot isn't a con (I suppose it is fully thought out), but who even wants to see Julia Roberts in a Tracy-Hepburn knock-off like this? And who wants to see her kissing Nick Nolte? The whole concept is, well, Troubled. *1/2 from **** don't see what's the point of both Peter Brackett and Sabrina Peterson keeping out-scooping each other.Nevertheless, until the first hour the movie is okay and contains some good humor. Besides, Nick Nolte is great as Peter Brackett and Julia Roberts is not bad as Sabrina Peterson.Overall, not a great movie, but certainly not as bad as they make it sound. made what could have been an okay mystery-comedy into total enjoyment. What great chemistry, even though the connections between villains and the plot could have been a bit easier to follow.If you like either of these two, you 'll love them both as their affection grows with the urgency to uncover clues, solve the murder, and bring them together finally. "	5.2	0
It Could Happen to You (1994)	"a friend.  Isaac Hayes was nice touch in the film.  The rest of the cast was very good as well.I would definitely recommend this film to anyone that likes Nicolas Cage, Bridget Fonda, romantic-comedies or just feel-good movies.  I really enjoyed this film quite a bit and I hope that you will too.  Thanks for reading,-Chris Predictable every step of the way, and hard to believe (though it's purportedly based on a true story), but it's so well-performed, so irresistibly charming, so sweet and romantic that you really don't mind. Not only a good showcase for the film's three ideal leads, but also a kindhearted film that gives hope to the notion of human decency. *** Although you wonder why Cage married her in the first place, she gives a humorous and entertaining performance. Of course there's kitsch but that's not necessarily bad. Good kitsch can be wonderful and this film, that has an absolutely great happy ending, serves as a perfect example of how a romantic comedy should be filmed. It's better than ""Pretty Woman"". demands of a furious Muriel; if despite reaching a financial and emotional low they can still invite Angel in to put some food in his belly; and if the New York public can show their appreciation by doing whatever little they can to help out; then maybe, just maybe, there might be hope for the rest of us.This. Is. Beautiful. the screenwriter and director were willing to change some elements of the story,like location,circumstances or even genders). A film that seems to have been made by the ghost of Frank Capra,who would've been possessing Andrew Bergman(who successfully directed Mr.CAge in ""HOneymoon in Vegas"" a few years before). A good rent for anyone who likes a little sentimentality in their comedy. "	6.3	0
Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)	Hitler. That's huge. But perhaps a larger impact was on sports. Until that point, sports were something you did or read about. You might go to a contest purely for the association of the thing.What her art did, incidentally, was she made sports cinematic. And we may all be the worse for it.Ted's Evaluation -- 3 of 3: Worth watching. I had the benefit of second-guessing the subtitles as well.  Some were wildly wrong, and none could capture the tonal nuances, the careful phrasing, and the subtle interplay between Mueller and Riefenstahl as they parried one another's verbal thrusts.  While far less original and profound than the master's work being discussed, Mueller did a very creditable job here. the winning side of the war, according to Ms. Riefenstahl, a tough old broad who was apparently ecstatic about being interviewed. Up to a point.This is a top-notch documentary. The cinematography is gorgeous. The probing questions are important. Riefenstahl is alternately combative, charming, evasive . . . and a whole lot of other things.I give it a 9 of 10. of work but reveals many of innovative techniques she pioneered. Her accomplishments are all the more impressive when one considers the role of women in her heyday.However, the most interesting aspect of this film for me is how this intelligent woman (still lucid in her 90's) deals with queries about her political involvement during the National Socialist period in Germany. as a movie maker was finished. Had she been working for the equally repulsive dictator Joseph Stalin a finding that she was a Communist sympathizer would not have hurt her as much as the Russians were on the winning side. But, the side she did work for lost the war, and she lost her career as a result of that. 	8.0	1
Lion King, The (1994)	"is a film that can entertain anyone young or old, I usually don't care for animated movies but this film is the real deal, this is one of disney's best animated movies. The animation is top notch and flawless. This film also features superb work from the vocal cast James Earl Jones, Jeremy Irons, Whoopi Goldberg. This is a standout. almost most of the songs of this movie, so I would say, music is that nice. Animation is superb, landscapes are eye catching, dialogues are sharp and comedy is at its best. What more might I say?Beside everything, you can say how crazy I am about this movie by my name. Enjoy the movie, don't leave the seat. Hakuna Matata! are the lessons that are learned from this film (despite being a little rough for the younger children).  Like responsibility and honor.I rank this animated film among the great films I have ever seen.  It was part of my childhood and it is a film experience I will never forget.  And hopefully, you won't either.  A++ voice cast is also great. Mathew did complete justice to Simba, and what can I say about Mufasa, He is the best King, and dad anyone can ever get! The movie is not meant for kids, its meant to teach every adult a lesson...to find our place in the great ""Circle Of Life"". I give this film a perfect 10. a huge conflict for the main character, something that recent kid/family films lack. It is funny and lighthearted when it should be, and heartfelt and serious when it needs it. I believe that everybody should see this movie, regardless of your age. It may just be the last good movie that Disney will ever do without the help of Pixar. "	8.5	1
Little Buddha (1993)	Buddha story.  Slow, thoughtful, peaceful, subtly stimulating, and with a plot to end all plots-- the one-ness of all individuality. I much prefer this to the more recent Kundun, which tries to tell essentially the same story.  In fact, Scorsese rips this movie off dreadfully, even to the same wiping out of the sand pattern at the end. on his quest for enlightenment.As for the rest of the movie, well, it just dragged in a lot of places and the characters just were not all that believable.If you know little or nothing about Tibetan Buddhism and would like to get a sense of it without getting into heavy dogma and spiritual practice, this movie is a nice intro. much.The movie is also beautiful to watch. The cinematography, the editing and the direction combine to provide just the right dramatic tension to a movie whose pacing is deceptive, in that it seems slow, but is not. The ultimate result is that a viewer who allows it, will find him or herself transported for a little while, to unexpected places. for nothing else, it is worth watching for the beautiful scenes.  I was fascinated watching Keanu as Siddhartha. He really seemed to lose himself in the role. I would really recommend this movie when you are in the mood for something gentle, beautiful to look at and at the same time, providing an interesting insight into the Buddhist world. the coolly modern Seattle (by giving it a blue tint) and the older, earthier India and Nepal (shot with an orange and red theme).  Chris Isaak turns in a subtle and tender performance as the conflicted Dean Conrad.Ruocheng Ying's performance as Lama Norbu is superb.  And Keanu Reeves looks beautifully serene as Prince Siddhartha and later the Buddha. 	6.1	0
Wes Craven's New Nightmare (1994)		8.5	1
