name	review	raiting	quality
Something to Sing About (1937)	Hungarian star set up as Cagney's love interest by the studio press machine. She's neither attractive nor talented, and one has to wonder why she was supposed to be such a big star.This movie is out on DVD, unlike all too many of Cagney's early efforts, and it's worth checking out for a side of Cagney seen entirely too seldom. things and gets down in the dumps about his performances. Little does Terry realize that the producers and directors all like Terry and feel he is doing a great job, but Bennett Regan does not want to tell him that in order to keep him from getting a big head on his shoulders. Great Cagney film with outstanding dance routines. tape and DVD for years and is widely available here..like a lot of weird and small RKO titles. Lucky us and lucky you if you can find them. Grand national was a good outfit. The opening and closing nightclub scenes in this film are really smart and quite elaborate. There's even a BIG-like keyboard dance solo. And that Logo! Wow! trained singer makes for a comely female lead as well, while William Frawley as a press agent, Mona Barrie as the studio diva, and Philip Ahn, who plays Rooney's houseboy, all provide enjoyable turns. Director Victor Schertzinger utilizes his own Academy Award nominated score to a liberal extent throughout and the product becomes a tuneful and rather undervalued musical comedy. Frawley, the future Fred Mertz, of I Love Lucy Fame, steals the picture as a publicity agent hell-bent on getting Cagney stature no matter what the cost.There is that accidental item that could cause a fatal rift between the married couple but Hollywood knew how to settle that so well in a final staging of a song and dance number. 	6.4	0
Farewell to Arms, A (1932)	accent plays Cooper's friend and romantic rival, Major Rinaldi. Menjou was great at playing both American and continental types. Soon he would sign a long term contract with MGM and gain his greatest roles during the sound era.Hemingway purists might shun A Farewell to Arms, but those who love their screen romances, soggier the better will rave about this film. film career of famous stage actress Helen Hayes (1900-1993) at her peak. As it stands, A FAREWELL TO ARMS, a poignant love story, which may not stir up as many tears and sobs as it once did way back when, it is, however, a worthy novel to screen offering, ranking this the first, and best, of two remakes combined. (****) to tears.  How wonderful to see Coop so vulnerable and so in love, and Hayes just shines from the screen like a diamond.This film is very under-rated.  The camerawork is ground-breaking and original - look for the shot when Hayes kisses Cooper as he is wheeled into his hospital room.  Amazing.  I really love this film. Gary Cooper's Frederick is similarly far more animated than Rock Hudson's stony-faced interpretation of the role, and he receives good support from Adolphe Menjou as Frederick's comrade Major Rinaldi. The action is better paced and the film, even if it looks primitive by today's standards, nevertheless has a vigour lacking from many more polished films from more recent times. 7/10 you can find a print of the film that you can stand to watch. It is sad but true: the 1932 A FAREWELL TO ARMS seems to have fallen into public domain, and the result is a host of DVD and VHS releases that range from the merely adequate to the incredibly dire. Gary F. Taylor, aka GFT, Amazon Reviewer 	6.5	0
Moonlight Murder (1936)	"dubbed by Alfonso Pedroso) was quite good. Most of the singing was okay despite some screechy high notes.A little baby boomer trivia: For us boomers, Carrillo was Pancho on ""The Cisco Kid,"" and the Cisco Kid was Duncan Renaldo - who is listed in the cast here. As a friend of mine used to say, ""foreshadowing."" Ah, Pancho; ah, Cisco. so good about this film? Mainly the short running time combined with, IMHO, an excess of opera music. The time taken up by the opera music could have been used to beef up the plot a bit more. Still I'd recommend it for fans of B murder mysteries from the 30's and 40's and definitely for fans of Chester Morris. part, and I enjoyed watching him. Interesting that Duncan Renaldo (a very attractive young tenor in the film) teamed up with Carillo to play Cisco and Pancho in The Cisco Kid later on. This may be classed as a ""B"" film but there is a great deal of talent here, and Hollywood quality touches (like the truly good singing talent). Universal's 1939 ""The House of Fear"" as well. Director Edwin L. Marin never seemed to escape the 'B' tag (even at MGM), his best remembered features including his debut ""The Death Kiss,"" ""A Study in Scarlet,"" ""Bombay Mail,"" ""The Crosby Case,"" ""The Casino Murder Case,"" ""The Garden Murder Case,"" ""A Christmas Carol,"" ""Invisible Agent,"" ""Tall in the Saddle,"" and ""Nocturne."" setup of various characters' motives is rather involved and there is a fair amount of music, as well, so the story itself moves somewhat deliberately. The complicated plot eventually arrives at a surprising (and unlikely) resolution.It's certainly not the best B mystery ever made, but MGM's production values, the somewhat unusual setting, and a fun cast make it very watchable. "	6.0	0
Nothing Personal (1995)	to a boiling point, and predictably, the ending is a tragic one. What makes this film worthy is that is shows both sides of this ages old conflict. Being American, I can't begin to fully understand what all struggle is about. But, I do know there has to be a better way.All in all, a well acted, touching...but troubling film. very honest and convincing portrayals of a very seedy underworld that not many people hear about outside my native shores.All in all, it is an entertaining ganster movie with stellar performances from a who's who in northern irish actors cast. It wont move the earth, although it may slightly open some peoples eyes to the murky world of loyalist paramilitaries. to . It's actually that is very good at portraying a sense of time and place which RESURRECTION MAN failed to do . Like I said this is a very good film that felt the need to over do the dramatics in the last ten minutes which while not totally ruining the film stops it from being a classic one it does nothing to glorify either side in this conflict. On one hand, it shows a young Catholic father trying to raise his family without getting drawn into the troubles. On the other it deals with a Loyalist gang who are intent on propagating violence. Very interesting and, thankfully, entertaining. Don't be expecting any laughs, though. 7 out of 10. members are depicted as ruthless terrorists (The devil's own, Patriot games). What all these movies have in common is that the loyalists are not even mentioned. Nothing Personal shows the true nature of the conflict, as a bloody and cruel gang war between the two parties, and on top of that, bloody internal conflicts in the two camps as well. 	6.9	0
Dangerous Ground (1997)	the door of their hotel suite?And there should be a bounty on the head of the person who penned the line ``Steven was in over his head -- but so was the country.'' South African director Darrell Roodt (``Cry, the Beloved Country'') shares part of the blame for the inept dialogue and inexplicable plot gaps as co-writer. Shame, shame, shame. feeling like just another gangsta movie.  They touched on the problems of South Africa but ultimately this story could have been set almost anywhere. The South Africa setting is just incidental.  The lines between good & bad are too easily drawn - the characters seem 1 dimensional at times. Different and interesting, but ultimately unfulfilling in some ways. taken up a notch or two. And of course the writing is so thin and predictable if it was a dress it'd be see-through.I don't think it's as horrible as the first reviewer (mainly because I have been to Johannesburg and it DOES look that old an worn-out) but agree that the writing and acting was not up to par. the death of his father, where his family informs him about his brother who has gone missing. Here he meets up with his brother's girlfriend played by Liz Hurley, who is heavily into heroin. They then set about finding his brother, which includes Shooting people, blowing things up, blah, blah, blah. After a while it all gets a bit predictable. dull  the interesting cast make it worth one watch but no more than that.  The mix of `stay in school kids' and `just say no' is too heavy and labourious, but is made even more pointless by the film's conclusion that the best way to deal with criminals destroying an area is to get guns and kill them! 	4.5	0
Picnic (1955)	on for the whole cartoon as Tom follows the dogs and the picnic basket to the woods. You can guess most of the rest. Most of the sight gags are decent: not spectacular, but entertaining enough. A nice twist occurs near the end when an army of ants spots the food and gets in on the fun.Overall, slightly-better than average. a Picnic is rather predictable nonsense, although nice bright and colourful animation goes some way to compensate for the predictable antics of cat, mouse and dogs. The cartoon's best gag is a simple one: Tom's pathetic apologetic laugh when he is caught red handed, although the marching ants that appear at the end of the cartoon are quite fun too. basket(but of course that little mouse is too crafty for him), and the ending with the ants and the food was a funny touch. It is great to see Spike, and his son is really cute. And of course, Tom and Jerry are wonderful as well as per usual. Overall, a really pleasant Tom and Jerry cartoon. 8/10 Bethany Cox 	7.4	0
Madagascar Skin (1995)	"gave ""value added"" as far as I'm concerned.The performances are excellent. The story is compelling and somewhat mysterious. The photography is inventive and evocative. In short, Madagascar Skin has everything I like to see in a film. That it had gay content made it all the better for me. I'm putting this film in my top ten gay movies list. would read, like the title of an old Stephen Stills song: ""LOVE THE ONE YOU'RE WITH.""  And the actors work wonders with their characters. Bernard Hill is excellent as Flint, while John Hannah takes risks with almost every part he plays.A great film from Channel 4 and the British Film Institute. You'll love it ""as long as you're straight!"" a really good film considering the talent involved.  And I couldn't really believe the basic premise that this attractive man had never experienced sex because of a simple skin defect.  Granted many gay males are overtly narcissistic, but certainly not to that extreme.  And why did Flint suddenly go from 'straight' to 'gay' with no coherent explanation. put in the same flaming suitcase in which the main protagonist cremates a past of shallow pursuits. The pushy symbolism & stylistics (metaphysical shoes on the seashore, dead fish and squids by truckload, ""significant"" tattoos, and - oh, dear - lightnings during first encounter in bed) create a world of no plausibility and suck all blood out of the characters. cannot stand even hints of animal suffering in movies, so when Harry started telling about his job in the research lab I hit the STOP button hard, and I will not go back.I know I will be ridiculed and reviled for writing this, particularly by coolly cynical Europeans if past experience is any indication, but that is just too bad. "	6.3	0
Small Wonders (1995)	to be moved and inspired by the love and care and passion evident in this film and the program which is its basis. for Best Documentary in 1995. comes to the rescue with Carnegie Hall. Small Wonders kept the sentimental goo out of the mix and showed it like it was, and Roberta Guaspari was a demanding tyrant, jus1 like the teachers who got the best out of me when I was at school.I would like to see a 'where are they mow?' follow up of the children. 	7.5	1
Fly Away Home (1996)	here she and Daniels and the minimal dialogue of the script work so well. Its about time someone gave her another decent lead role.Finally, the opening credits sequence is a masterclass in storytelling economy, giving us the plot background without words, and setting up the whole downbeat tone of the movie with Mary Chapin Carpenter's haunting version of 10,000 Miles. beginning of the film. That's it. Parents, you can show this to young children without any real concern. My suggestion: Watch the first 5 minutes of the film and if you decide your children can handle the opening sequence of a car crash, then there probably is nothing else in the film that should be a problem (in my opinion!) overwhelming beauty is in their living. They deserved that life. It made me think of this sad planet and the billions of creatures that have died because of the human race. Here was a story that went against the slaughter. When Amy and her birds arrived at their destination in Chesapeake Bay I had misty eyes.So I'm a soft touch. The views in Fly away Home of Amy's geese as they move in to join the hundreds of wild geese powering South capture this majesty. This story of a group of people who care about and assist this natural pattern may help reinforce some of the awe that we should all feel when confronted with these epic and annual journeys. at adults. The supporting cast also flesh out their strong characters to make the whole film much more believable.The cinematography is beautiful, the dusky-autumnal scenes are captured in an explosion of reds and yellows and oranges that seem to wash over you time and time again, and the final flight sequence is a wonderful closing to an incredibly refreshing film. 	6.8	0
Bliss (1997)	"the players and the images and content stayed with me for weeks afterwards. It is not for the prudish but if you are in the mood for a powerful film about human sexuality, marriage, and how the dance between the partners can and should be, this is a movie for you. Watch it with someone that you care deeply about. Terence Stamp makes it all work. Both Sheffer and Lee do excellent jobs as well. in emotionally. There aren't too many movies that focus on the relationship within marriage, and give powerful hope for the unimaginable possibilities within it. Bliss definitely does this. It's very real, and I thought the acting was excellent. Perhaps I'm easily moved, but I found myself sitting close to the screen, fully emotionally locked into the script. My grade? A- audacious performances in this unique love story.  The music is amazing.  It works so well in the film, and it hightens the mood of the movie very well.  Not everyone will like it.  A film about adult sexuality, where sex isn't portrayed in a cartoonish ""teenage"" way, is a daring idea.  But it works beautifully. husband like Joseph places on his partner and marriage. The more it is viewed, the better and educational it gets, rather than having to read and view many volumes of text and videos on the subject of Tantric lovemaking, a subject that has it's poo-hoo critics.I will be waiting eagerly for Lance Young's sequel to this excellent movie, if any. "	6.1	0
Grace of My Heart (1996)	"is very good & has that 60's, 70's feel to it. I just wish the soundtrack album had included the tunes ""Hey There"" & ""Grace Of My Heart"" by Kristen Vigard who did the vocals for Illeana Douglas. If you like nostalgic movies about pop music like ""The Idolmaker"", ""Grease"", ""That Thing You Do"" & ""Hairspray"" you'll like this too. the songs. I thought the movie lost something when it moved west to California but was deeply moved by Douglas and Turturro 'having it out' at the empty poolside. The final song with the flashbacks and her crowning achievement of recording that ""one great album"" had me weeping again. I really like this movie so I ordered the DVD online. original music is great, too. The film moves seamlessly from the fifties through the seventies due in part to the talent of the actors, but also due to the impressive costume and makeup work and the wonderful original music written for each period. Y'know how people often say of good movies, ""You'll laugh/You'll cry""? Well this is one of those. that hinder your enjoyment of the film?  Give me a break.If you don't like a film, at least do us all the favor of giving good reasons and at least ATTEMPT to make intelligent comments rather than the half-baked crap we see here.This film was excellent.  The soundtrack was amazing, the actors were even more amazing.  10/10 unlike Beach Boy Brian Wilson. Some parts are a bit too dramatic, but the songs in the movie--composed by the Brill writers make up for it. The highlight is Douglas's lip sync(sung by Kristen Vigard), written by Burt Bacharach and Elvis Costello. Good rock and roll movie. If you like this try: *La Bamba *That Thing You Do *The Rose "	6.7	0
Brother of Sleep (Schlafes Bruder) (1995)	"However for those who like psychological thrillers andstories about misunderstood and socially inept geniuses, this is amazing. The music and cinematography is fantastic. Plus this film incorporated 3 of my favorite German actors. The way that the sound was utilized is just unbelievable as well.For the intellectuals out there who appreciate art in all things, rent or buy this one. the ""tortured artist"" persona that is Elias - the isolation, the dedication to your craft in spite of other desires which we cannot displace, and the embodiment of the emotional realm that so frequently serves as the origin of our inspiration ... this is what the story is truly about. If you can appreciate that, you will love this film. young man born with an extraordinary gift, which is worthless in the life and world he is born into. the tag-line ""wer schlaeft liebt nicht"" translates to ""he who sleeps, does not love"" - one of the lines from the movie - and the title give ample indication of the characters' futile lives. ""schlafes bruder"" or ""sleep's brother"" is death. a madman - i think that the inhabitants of a small austrian village would have beaten him out of the church if he did play that way! I liked Eisermann and Becker, they are always good to watch. But it's a waste of time watching this embarassing movie if you like the book - and the book is really great! experience, it does not become a part of the film's atmosphere (you  have to be an Ingmar Bergman for that).The very old fashioned melodrama (freshened up by a ""modern"" element : ""oh, that's it!, he's gay!"",  unbelievable) is not fluently told and the cast is just okay. Mountain scenery and good organ music at least make it bearable. "	7.1	0
Maximum Risk (1996)	which is'nt bad film ,just bad actors (Dennis Rodman).Any way Maximum Risk is a movie that will have you on the edge of your seat from start to finish.The fight scenes are great and well directed.And it has Natasha Henstridge who acts well and puts on a decent performance.She is also easy on the eye in more ways than one. a purpose.Its just we get some flashy action.Then 15 minutes go by leaving us wanting more.Then it starts up again.Brake.Gas.Brake.Gas.The gunfights are good,but It seems Ringo was holding back a little from his usual trademark stuff to pacify the suits behind the scenes.If your looking for the usual from JC,then go watch the Quest.This is a much more complex,adult-themed movie. of material.Everything else in this movie is first rate.The plot is interesting,there are all kinds of chases and action scenes,All the action scenes are terrific and there's plenty of them.The bad guy is one impressive dude,makes for some really awesome wrestling scenes with Van Damme. The girl is the gorgeous Natasha Henstridge.In my book this is one fine action movie. only one Van Damme film...see Maximum Risk.  It is a decent thriller, not just a martial arts flick.  Unfortunately, after seeing how good Van Damme can be (yes, he can act - something we've yet to see from Stephen Seagal who he's usually compared to) it makes you sad to see how many bad films he's really made. the viewer with excellent action sequences. This is definitely Van Damme's best turn as an actor. Natasha Henstridge does a rather decent turn as the damsel in distress, and creates good chemistry between herself and Van Damme. I don't see why this was a huge flop in theaters; it's surely Van Damme's best and at heart an exciting action flick. 	5.5	0
Michael Collins (1996)	"Liam Neeson is big enough to tie it all together. It would also be nice for him to have a constant foil. Whether or not he deserves it historically, the movie seems to make De Valera Collins' foil. It would be great to fully embrace the conflict and give De Valera more screen time. Make this Collins versus De Valera. all, Michael Collin's tactics were not pretty, everything from car-bombings to mob-style executions. Yet we still care for him, we want him to succeed, even if he himself isn't sure he wants to.Without it's politics, this movie is still excellent. It's a great piece of movie-making, it's involving, sad, funny and sometimes tense. One of the movies I consider classic. pull off the Irish thing too well. However, given his character, Eamon de Valera, it isn't really a miscast, just takes time to get in.If you can ignore how horrible Julia Roberts is and think about the heart and emotion behind this film while enjoying the awesome score you're in for a treat. A jewel in the rough. (my favorites) coming out portico. I actually felt scared that they had damaged this famous Dublin landmark. This won't mean much to someone from overseas, but anyone familiar with the Four Courts and the resident lawyers (sorry ""barristers"") in their eighteenth century costumes would surely enjoy firing an artillery piece at the overpaid clowns. I wish I had a howitzer like that. was in it to boost box office ratings - although I would have hardly thought that necessary with Neeson and Rickman as the main characters. To be fair her character was pretty superfluous anyway and only included to add some romantic interest.Overall it's worth a watch, although if you really want to know about the British/Irish conflict read a book! "	7.2	0
Rich Man's Wife, The (1996)	gushing, but I have worked a lot of movies with a lot of actors, and she really did stand out.  All in all, I don't think you can lose by spending a little time with this movie, but I have to warn you:  There are more plot holes in it than there are pot holes in Jersey City. some stupidity, and the jump scenes in it are predictable. Plus the film itself is predictable, but it is good, and it worth watching. Halle Berry is sensational as The Rich Man's Wife. The ending is especially satisfying, making your jaw drop to the ground. I give it a 7 out of 10. Rated R for strong violence and language. Greene(Cole Wilson)? This film was predictable in many parts and the lighting was really bad.However,Halle Berry was very pretty in this movie and yes she actually does cry.Just dont make the same mistake I did and stay up til' 3 o'clock in the morning.But what the heck I was bored.To wrap this comment up I give it a 6/10 * hitting a moving target with a handgun is not as easy as it looks in most Hollywood products.The camera loves Halle Berry and here she displays some acting chops that would prove that she was not just another (very) pretty girl. So this is an average to slightly above average Neo-Noir that can be enjoyed for the best of it. Very good cast, direction, acting, sets and if you live in Australia and you see a copy of this movie, get it straight away because it is extremely rare since it is only on video now and they have stopped all production of videos. If somebody says this is a chick flick, they have no idea what this movie is. 	5.2	0
Infinity (1996)	"got someone else direct, so that he could concentrate on really getting inside the head of Feynman and reproducing on screen some of that charisma - something I'm quite sure Broderick is capable of doing.So ultimately this is a missed opportunity. You learn some of the facts about what happened, but you don't really meet the real Richard P. Feynman. complex mathematics and the physics that could have been incorporated into this story, to the delight of the geeks of the world, Broderick created a movie that is accessible to all.""Infinity"" is a gem of a small movie, a love story, a true story, told with gentleness and feeling; a movie which does not overreach itself. I strongly recommend it. know what I mean. I'm making vague statements, but I don't want to give away anything.I enjoyed the 1940s look to this, appreciated Patricia Arquette's against-type role; appreciated the fact there were no villains in here and the profanity was low. As I said, it's a nice film and touching drama.Broderick and his mother wrote, produced and directed this film. milestone.Might I add that I have always felt that Matthew Broderick is a fantastic actor, especially in roles that require an average looking, quiet introspective character. He is perfect for this cinematic vehicle, and equal to the talents of a Tom Hanks any day. I was also impressed that he produced, directed and shared writing credits on this film project. initiate the challenge, whereas in real life, it was the hapless abacus salesman who challenged him, completely unaware that he was taking on a renowned physicist. Therefore, the sense of irony, and of Feinman's idiosyncrasy in the world of mere mortals, is lost. Only Patricia Arquette seems to have captured the essence of the memoirs, despite her often unintelligible dialogue. "	6.1	0
Big Night (1996)	the preparation and serving of food presented so beautifully and lovingly in a movie. The final, wordless scene, in which a simple omelette is prepared and the brothers express their reconciliation, is, for me, one of the most eloquently poetic codas I have ever seen. This is a warm-hearted movie with a great deal of humor that rates an A+. common ground, for further evaluation and perhaps some adjustments. The movie, quite appropriately, doesn't reveal the direction that our immigrants will take. However, it beautifully displays the quiet coexistence of three personalities in a more persuasive journey!I wonder if `the Big Night' is an adaptation of Freudian Psychoanalysis. If so could you identify `Id', ` Ego' and  `superego'? SR Because, at its heart, this is a character-driven piece -- about the love and mutual respect shared by two strong-willed siblings.  Someday I will take part in a feast like that shared by the characters in this film, and on that day, I will be an extraordinarily happy man.  Until then, I'll watch this movie again and again. hopes and dreams and struggles -- some within reach, some not. It's got a good cast too. They all make it look easy, but they have a charming script and careful direction. I think Billy Wilder would have approved. At turns funny and touching, and the last scene -- several minutes without a word of dialogue -- is pure gold. most beautiful and poignant ending I could ever hope to see. All in all this film is one of the best ever made and everyone in the world and especially in Hollywood should be forced to watch it every week until they get some humanity back in them. But not on an empty stomache, get some snacks in first eh. 	7.3	0
Last Man Standing (1996)	"certainly doesn't come close to ""Yojimbo"", but it does give the more rough hewn ""Fistful of Dollars"" a run for its money. By no means a masterpiece, ""Last Man Standing"" should still provide enough for any action fans tired of watered down mainstream Hollywood nonsense that currently dilutes cinemas. It is certainly a lot better than its reputation makes out. done by Bruce Willis in great Mickey Spillane/Mike Hammer-style, the period in which it's done (1930s) and the great colors in here. Love those orange colors!! This looks tremendous on DVD with a good flat-screen set.If I'm feeling in the need of seeing a violent crime film, this usually fills the bill. It's a fun flick. I could do worse. brunette has a completely pointless scene where she is topless in front of the mirror is a bonus. :) The camera work is stylish and the discordant guitar riffage of Mr.Ry Cooder is superb, the pace is slow but not sluggish and you can almost feel the heat and dust. This film is good but not great. Er... that's it. a brothel, for example, is classic Hill stuff in terms of its staging, unapologetic brutality and superb cutting.That the film is a remake of a remake is of no consequence to me. It is still a rousing, spare piece of masculine entertainment with a whiff of Peckinpah, a dash of Kurosawa, and a splatter of Corbucci.That ain't no bad thing. talky segments, it feels painfully stiff. The acting style is flat, and everybody delivers their lines with the same sour expression, which Hill seems quite fond of considering how many facial close ups he uses.In the end, the movie has a little something to offer. It's recommendable on some grounds, but it needs a bit more brain and less brawn. "	6.4	0
Caught (1996)	"lives of a middle aged couple who own a NYC fish market as a hired man becomes more than just a friend displacing their wayward adult son by day, the work-a-day husband by night, and acts as a catalyst for some compelling situations and performances.  An excellent watch for mature audiences into psychodramas sans Tinseltown's usual hype and glitz. has gotten excellent acting all around from the cast. Edward James Olmos is Joe. Maria Conchita Alonso is Betty a woman of a certain age who discovers pleasure with a younger man. Arie Verveen, is Nick the young man who is the object of Betty's passion.""Caught"" is worth a look, as it won't disappoint the viewer who stumbles into it. torrid affair.  Finally there is the return of the prodigal son Danny with his wife and young child.From here, the movie will glue you to your seat.  So sit back and take it all in (I have no intention of stating 'enjoy').If you get a chance to see this underrated movie, invest the time required to view it. The selfish Danny, full of jealousy and greed, begins a game of intriguing, ending in a very tragic way. This film is the proof that a low-budget movie may work, since supported by a good screenplay and excellent casting. A very credible and cruel story, with an amoral and realistic end, not indicated for romantic viewers. My vote is seven. played by Stephen Schub.  Permissible use policy of IMDb prohibits me from using any of the words that can describe the character of Danny.  If you ever want to see an actor convincingly play the most detestable person you can ever imagine, see Schub play this role.  Everyone else is good, too.  An entertaining, enjoyable picture. "	6.8	0
Set It Off (1996)	and the performances by the four women were done perfectly.  Set It Off reached my heart and all my emotions.  It starts off light, but ends deep and touching.  There is no possible way you could leave from watching this movie without your eyes being flooded.  -A heart-filled film that deserved more publicity than it received. allows. Some have mentioned they didn't like the ending, but I rather did. Queen Latifah was outstanding as a hardened career criminal. There is one scene where Jada's character stands up to her and it's tasty.All in all, a pretty dang good thriller film that should be seen. The performances are what elevates it above the norm for this genre. and newcomer at the time, Kimberly Elise all work legally until they figure that crime will pay them more than honest work. Blair Underwood is excellent as the love interest for Stoney (Pinkett) with his Harvard education mixed with a street knowledge. Pace of the movie is good, and it all flows very well. Excellent movie. Worth renting from Blockbuster. of the girls and what they've been through and what they go through shows how unfortunate they were and even worse, I damn near almost started crying at the ending 'cause it made me feel so bad.  Christopher Young score well with the BGM of this flick to put the cherry on top.very wonderful movie with a conscience 10/10 like to empathize with a movie. If you let yourself have the same feelings as the characters in themovie have you might have strong emotions like: despair, feelingtrapped and injustice. You might even find, that choices you can't comprehend are suddenlyvery logical. For peoples that don't let their feelings participate in watching themovie. I imagine this movie is less appealing. 	6.9	0
2 Days in the Valley (1996)	and picturesque.  I know I'm using a lot of superlatives to describe this movie, but it's so darn good and so few people went to see it and I hope more people do.  So I urge anyone who hasn't to check out this underrated gem!  You won't be disappointed!  My score:  8 (out of 10) true ensemble cast, with no one -- with the possible exception of Spader, having a lead role. The story is full of twists, surprises and turnabouts enough to flesh out two or three movies. You can tell that all of these fine actors are enjoying playing the quirky characters we are presented with to make this a true fun romp. that decides its time to shoot a foursome at the golf course next to his home.  How these characters are brought together through the planning of an Olympic star (well, almost a star)who is ready to have her ex knocked off for the will is amusing, well acted, and one of the best films I've seen in some time. Two Days in the Valley and never once thought about PF, because I enjoyed it and accepted it as just another variation on a theme that was worth watching....and I'll more than likely watch it again....for its entertainment value.  The characters were believable in a many-threaded plot that finally knitted together in a way that did not seem contrived. is an aging hit man and provider of comic relief. Jeff Daniels is a burnt out detective and Eric Stoltz is a detective wannabe.Rounding out the cast is Paul Mazursky, Peter Horton, Marsha Mason, and small parts for Keith Carradine and Louise Fletcher. You will probably want to invite friends over and watch this thing again. It is worth it. 	6.5	0
Curdled (1996)	"comedies, like Parents and I, Madman. Jones (her solo dance is a knockout) and Baldwin are both dead-on, and the director and editor never miss a beat. This is one of the best films of the 90s. (by the way, did anyone notice that this film opened about the same time as Headless Body in Topless Bar? quite a coincidence.) Robert Rodriguez. Apparently this exists in the same universe that ""From Dusk to Dawn"" does, plus features Billy Baldwin as a killer. That is pretty sweet.I would need to see this a second time to really get a handle on it, but I think I was pleasantly surprised and hope this film somehow makes a resurgence on people's to-see lists. of extras (including the original short film) for a movie that is apparently so reviled. The worst thing I can say about ""Curdled"" is that Braddock didn't go on to make another film and Jones went on to do a freakin ""Children of the Corn"" sequel. Recommend to all fans of serial killer movies and dark comedies. My rating: 10/10 William Baldwin plays the killer.  Angela Jones' character is mesmerized by murder scenes and gets a job with a company that cleans up after murders.  She soon comes in contact with the murderer on the job site and the suspense begins to build.  Great performance by Angela Jones and a brilliant story and dialogue provided by Braddock. the casual way that the gore is treated, it may not be suitable for everyone.  However, I enjoyed it b\c of it's pure creativity and of course, wonderful acting by the two main leads. A give it a strong 8/10 stars for having the courage to be different.  That is my story and I am sticking to it. "	5.9	0
Ed's Next Move (1996)	"the folk music scene. While the script could have been sharper the film more than makes up for it with the subtle but sensual sexuality of Callie Thorne, the at times stunning photography of Peter Nelson, and the really quite amazing soundtrack. Anyone looking for a film with heart will not go wrong giving this little known gem a view. Next Move does a wonderful job showing us a realistic beginning of a new relationship, and that makes this story so enjoyable and satisfying.  This movie understands the hoops any nice guy has to go through, and is a wonderful cathartic experience for anyone who has attempted to ask a girl out and retreated before even asking the question. and has a nice naive quality.  The lead actress, who looks like Annabelle Sciorra's (sp?) relative, is also very likable and has a  nice chemistry with Ross.  I was very surprised at how enjoyable this film was.  There is not a whole lot to the film, but it is very emotionally rewarding and worth checking out. for a young man moving to a big city. The awkwardness for a regular guy in finding that special someone, asking her out, and then the dating. It's hard not to like Ed. I also enjoyed the folksy music by ""Ed's redeeming quality band"". I especially enjoyed the song ""more bad times"". This movie was fun and I liked it. and spends most of the film's run time trying to get together with her. ""ENM"" is a modest but likeable little romantic comedy sans titillators about the usual Manhattan ""flat rats"" with more practical dating single issues in lieu of romance. Even tempered but only slightly original, ""ENM"" makes for an easy going, pleasant watch for romcom junkies only. (C+) "	6.4	0
Extreme Measures (1996)	"Awfully Big Adventure will be well aware of this.  And Gene Hackman is as excellent as ever.  A word for Elizabeth Hurley, who produced the film, and I think it was her first: a damn good job she did, despite some unsavoury sniping in the British press about her.  I'd give it an 8 out of 10 a job Hugh Grant would do in a role much more serious than we usually see, but...surprise!  He is thoroughly convincing as a young surgeon troubled by some things that don't add up in the Emergency Room, troubled enough to investigate further, risking his career and ultimately his life to find out what is going on.Definitely worth a look! as was the entire cast. the movie, where I could not decide whether ""the bad guy"" really was such a bad guy. I think that this sounds very confusing, but watch the movie and decide for yourself. ""The bad guy's"" motives aren't bad at all, it is just the way he does it! A thrilling, although a bit slow movie at times. I voted 7/10. Hugh Grant is very convincing and unaffected in one of his most serious roles, and the ending is not as cut-and-dried as you might expect it to be. But the most memorable moment, for me at least, occurs early on, when a very ill and frightened man, barely able to speak, looks straight into Grant's eyes, pleading for help. (**1/2) "	6.1	0
Glimmer Man, The (1996)	"Asian holy man role, that for peace and harmony likes to beat the living crap out of bad guys. For a partner there is the wise cracking Keenen Wayans who perfectly compliments Seagal. And there are plenty of smaller role bad guys that meet their demise. But the parts played by Brian Cox and John Jackson were great.Well worth owning. he is the bona fide martial artist.  One would figure if you were going to pair him up with someone, make it another action hero or another martial artist.Either way, if you're a Segal, action movie fan this movie is a good way to kill a couple of hours.  If you're not into that, then skip this flick. career and is sorely missed in his latest films.  An action vehicle that played perfectly to his talents and probably the last of the finest when it comes to the Seagal collection with the exception of ""Exit Wounds"".  Although unappreciated at the box office, this is what made Seagal ""Seagal"" and belongs in any Seagal fans DVD collection. are good,and as brutal as usual for a Seagal flick.you won't really find much new here,but if you're a Seagal fan,or a fan of the genre,this should keep you satisfied for the most part.by now,with Steven Seagal,you know what you're getting,or at least you should know.i was entertained for around 90 minutes or so.for me,The Glimmer Man is a 7/10 Man is not a masterpiece by any means but it serves its purpose well as a tense action thriller. It tries hard to be more than it is, but its lack of originality is its biggest flaw but it gets top marks for trying. You can't take anything away with you afterwards, but you can enjoy yourself along the way. "	5.4	0
